bucket,level,model,quantile,n,mape,rmse,smape,pinball,coverage_rate
h=168,segment_1,lightgbm_coverage,90%,101,,,,,0.5346534653465347
h=168,segment_1,persistence,,101,0.05674269936138123,51.466451110278456,0.05632786403718702,,
h=168,segment_2,lightgbm,0.05,101,0.0433450946099887,35.56476261143602,0.04381319678517199,10.297652908308299,
h=168,segment_2,lightgbm,0.25,101,0.042441262422527305,32.27891180168847,0.04154264638863194,16.327561887965715,
h=168,segment_2,lightgbm,0.5,101,0.05774064754316164,43.5101821803658,0.055577552581031864,17.939701263359332,
h=168,segment_2,lightgbm,0.75,101,0.07550225278718399,58.70453156630063,0.0716196789271428,12.778423104891509,
h=168,segment_2,lightgbm,0.95,101,0.13813856917011988,96.95537440370728,0.12668361328331318,4.435537812055323,
h=168,segment_2,lightgbm_coverage,50%,101,,,,,0.2871287128712871
h=168,segment_2,lightgbm_coverage,90%,101,,,,,0.5445544554455446
h=168,segment_2,persistence,,101,0.04159232020198348,37.83835262467199,0.0414041774338664,,
h=168,segment_3,lightgbm,0.05,101,0.05006678583246935,51.84546865152329,0.050838263160479666,16.58528046309706,
h=168,segment_3,lightgbm,0.25,101,0.06009733338195187,57.285170845667565,0.058396544211891666,30.18839679577524,
h=168,segment_3,lightgbm,0.5,101,0.0783512572794073,70.15920156473875,0.07507419226263176,30.114315426563653,
h=168,segment_3,lightgbm,0.75,101,0.08747527596297158,78.13653980582863,0.08256303823130327,17.353966517783423,
h=168,segment_3,lightgbm,0.95,101,0.1660954929868348,136.69010857373345,0.15121126532190998,6.335967278089128,
h=168,segment_3,lightgbm_coverage,50%,101,,,,,0.19801980198019803
h=168,segment_3,lightgbm_coverage,90%,101,,,,,0.5148514851485149
h=168,segment_3,persistence,,101,0.05224056570391583,51.96936441965473,0.0521974204808512,,
