segment,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,n_households
0,0.5224602772751248,-0.31391683473232945,-0.8325521794149708,-1.0738460572180304,-1.1828488089157545,-1.216105752746707,-1.1750728530329704,-0.8386726750243376,-0.18706476638035063,-0.07936239886636365,-0.08895187226124546,-0.01773104408839682,-0.08414667386335223,-0.11204489253158281,0.14831268509001672,0.4044888610069169,0.28022987444849445,0.05391182083586022,0.017566403991405688,0.21197366903717269,0.6688715869790007,1.5416193881578675,1.9256863402604592,1.427195901994073,5624
1,1.1451893137874987,0.8241818940646559,0.44453470514003834,0.1412370976489512,-0.007794159412366275,-0.06245871083464838,-0.025535332861739812,0.10394319784651695,0.37026683568578556,0.36871242573689683,0.25255376675899166,0.13286777899125474,-0.09933115758249916,-0.502776319543115,-0.6196324247449299,-0.5843312434981419,-0.6122764454186138,-0.671757768364413,-0.6577463426234483,-0.55887643746795,-0.3829569941165828,-0.09292207935990993,0.23413650923225537,0.860771890935513,729
2,-0.14897075887692618,-0.6928155658296289,-1.0291946530839056,-1.181177183509248,-1.2442659608534277,-1.2641052615549975,-1.2289188844189032,-1.027797699371583,-0.4775155158937743,0.20291664781151564,0.6641635798245704,0.8601843809807641,0.7825758486969328,0.7154011647718819,0.8578819654078791,0.8082002728878795,0.45279979129732106,0.19948979877154283,0.13909796735378377,0.19627366469714608,0.42968741149869993,0.7876033170847024,0.7899933859669213,0.4084922863408531,4178
