issue_time,level,quantile,iterations_used,n_train,n_valid,n_train_full,refit_full
2022-05-02,portfolio,0.75,1287,8039,720,8759,True
2022-05-02,portfolio,0.95,434,8039,720,8759,True
2022-05-09,portfolio,0.05,58,8039,720,8759,True
2022-05-09,portfolio,0.25,231,8039,720,8759,True
2022-05-09,portfolio,0.5,768,8039,720,8759,True
2022-05-09,portfolio,0.75,1529,8039,720,8759,True
2022-05-09,portfolio,0.95,261,8039,720,8759,True
2022-05-16,portfolio,0.05,251,8039,720,8759,True
2022-05-16,portfolio,0.25,466,8039,720,8759,True
2022-05-16,portfolio,0.5,594,8039,720,8759,True
2022-05-16,portfolio,0.75,279,8039,720,8759,True
2022-05-16,portfolio,0.95,217,8039,720,8759,True
2022-05-23,portfolio,0.05,138,8039,720,8759,True
2022-05-23,portfolio,0.25,382,8039,720,8759,True
2022-05-23,portfolio,0.5,1182,8039,720,8759,True
2022-05-23,portfolio,0.75,325,8039,720,8759,True
2022-05-23,portfolio,0.95,142,8039,720,8759,True
2022-05-30,portfolio,0.05,267,8039,720,8759,True
2022-05-30,portfolio,0.25,212,8039,720,8759,True
2022-05-30,portfolio,0.5,775,8039,720,8759,True
2022-05-30,portfolio,0.75,506,8039,720,8759,True
2022-05-30,portfolio,0.95,187,8039,720,8759,True
